tennis-player-thomas-faurel	atp	Thomas Faurel	https://www.tennislive.net/atp/thomas-faurel/
tennis-player-ugo-humbert	atp	Ugo Humbert	https://www.tennislive.net/atp/ugo-humbert/
tennis-player-zhizhen-zhang	atp	Zhizhen Zhang	https://www.tennislive.net/atp/zhang-zhizhen/
tennis-player-zsombor-piros	atp	Zsombor Piros	https://www.tennislive.net/atp/zsombor-piros/
tennis-player-ajla-tomljanovic	wta	Ajla Tomljanovic	https://www.tennislive.net/wta/ajla-tomljanovic/
tennis-player-anastasia-potapova	wta	Anastasia Potapova	https://www.tennislive.net/wta/anastasia-potapova/
tennis-player-barbora-krejcikova	wta	Barbora Krejcikova	https://www.tennislive.net/wta/barbora-krejcikova/
tennis-player-caty-mcnally	wta	Caty McNally	https://www.tennislive.net/wta/caty-mcnally/
tennis-player-dayana-yastremska	wta	Dayana Yastremska	https://www.tennislive.net/wta/dayana-yastremska/
tennis-player-elena-rybakina	wta	Elena Rybakina	https://www.tennislive.net/wta/elena-rybakina/
tennis-player-elena-gabriela-ruse	wta	Elena-Gabriela Ruse	https://www.tennislive.net/wta/elena-gabriela-ruse/
tennis-player-emma-raducanu	wta	Emma Raducanu	https://www.tennislive.net/wta/emma-raducanu/
tennis-player-greet-minnen	wta	Greet Minnen	https://www.tennislive.net/wta/greet-minnen/
tennis-player-jaqueline-cristian	wta	Jaqueline Cristian	https://www.tennislive.net/wta/jaqueline-adina-cristian/
tennis-player-julia-grabher	wta	Julia Grabher	https://www.tennislive.net/wta/julia-grabher/
tennis-player-katie-swan	wta	Katie Swan	https://www.tennislive.net/wta/katie-swan/
tennis-player-lanlana-tararudee	wta	Lanlana Tararudee	https://www.tennislive.net/wta/lanlana-tararudee/
tennis-player-maiar-sherif-ahmed-abdelaziz	wta	Maiar Sherif Ahmed Abdelaziz	https://www.tennislive.net/wta/maiar-sherif-ahmed-abdelaziz/
tennis-player-nuria-brancaccio	wta	Nuria Brancaccio	https://www.tennislive.net/wta/nuria-brancaccio/
tennis-player-solana-sierra	wta	Solana Sierra	https://www.tennislive.net/wta/solana-sierra/
tennis-player-sorana-cirstea	wta	Sorana Cirstea	https://www.tennislive.net/wta/sorana-cirstea/
tennis-player-tamara-zidansek	wta	Tamara Zidansek	https://www.tennislive.net/wta/tamara-zidansek/
tennis-player-tatjana-maria	wta	Tatjana Maria	https://www.tennislive.net/wta/tatjana-maria/
tennis-player-varvara-lepchenko	wta	Varvara Lepchenko	https://www.tennislive.net/wta/varvara-lepchenko/
tennis-player-victoria-jimenez-kasintseva	wta	Victoria Jimenez Kasintseva	https://www.tennislive.net/wta/victoria-jimenez-kasintseva/
tennis-player-zeynep-sonmez	wta	Zeynep Sonmez	https://www.tennislive.net/wta/zeynep-sonmez/
